Id,LotShape_code,LandSlope_code,ExterQual_code,ExterCond_code,BsmtQual_code,BsmtCond_code,BsmtExposure_code,BsmtFinType1_code,BsmtFinType2_code,HeatingQC_code,KitchenQual_code,Functional_code,FireplaceQu_code,GarageFinish_code,GarageQual_code,GarageCond_code,PavedDrive_code,PoolQC_code,Fence_code,SalePrice
211,4,3,3,3,3.0,3.0,1.0,2.0,0.0,3,3,8,0.0,0.0,0.0,0.0,2,0.0,0.0,98000
212,4,3,3,3,4.0,3.0,2.0,5.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,186000
213,4,3,3,3,4.0,3.0,1.0,5.0,0.0,5,4,8,3.0,2.0,3.0,3.0,2,0.0,0.0,252678
214,2,3,3,3,4.0,3.0,1.0,4.0,0.0,5,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,156000
215,3,3,3,3,4.0,3.0,1.0,5.0,0.0,5,3,8,0.0,3.0,3.0,3.0,2,0.0,2.0,161750
216,3,3,3,3,3.0,3.0,1.0,3.0,0.0,3,4,7,2.0,1.0,3.0,3.0,2,0.0,2.0,134450
217,4,3,4,3,4.0,3.0,2.0,5.0,0.0,5,4,8,0.0,1.0,3.0,3.0,2,0.0,0.0,210000
218,4,3,3,3,3.0,3.0,1.0,0.0,0.0,2,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,107000
219,3,3,4,4,3.0,3.0,1.0,3.0,0.0,5,4,8,3.0,1.0,3.0,3.0,2,0.0,0.0,311500
220,4,3,4,3,4.0,3.0,3.0,5.0,0.0,5,4,8,0.0,3.0,3.0,3.0,2,0.0,0.0,167240
221,3,3,4,3,4.0,3.0,2.0,0.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,204900
222,3,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,3.0,2.0,3.0,3.0,2,0.0,0.0,200000
223,4,3,3,3,4.0,3.0,1.0,4.0,0.0,3,3,8,3.0,2.0,3.0,3.0,2,0.0,2.0,179900
224,4,3,3,3,3.0,3.0,1.0,4.0,1.0,4,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,97000
225,4,3,5,3,5.0,3.0,4.0,5.0,0.0,5,5,8,5.0,3.0,3.0,3.0,2,0.0,0.0,386250
226,4,3,3,3,3.0,3.0,1.0,0.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,112000
227,3,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,3.0,2.0,3.0,3.0,2,0.0,0.0,290000
228,4,3,3,3,3.0,3.0,1.0,2.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,106000
229,4,3,3,3,3.0,3.0,1.0,4.0,0.0,3,3,8,2.0,1.0,3.0,3.0,2,0.0,2.0,125000
230,4,3,4,3,4.0,3.0,3.0,5.0,0.0,5,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,192500
231,4,3,3,3,3.0,3.0,1.0,0.0,0.0,3,3,8,0.0,2.0,3.0,3.0,2,0.0,0.0,148000
232,3,3,4,3,4.0,3.0,1.0,5.0,0.0,5,5,8,3.0,3.0,3.0,3.0,2,0.0,0.0,403000
233,4,3,3,3,3.0,3.0,1.0,0.0,0.0,3,3,8,1.0,1.0,3.0,3.0,2,0.0,0.0,94500
234,4,3,3,3,3.0,4.0,3.0,1.0,4.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,2.0,128200
235,4,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,216500
236,4,3,3,3,3.0,3.0,1.0,4.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,89500
237,4,3,4,3,4.0,3.0,3.0,5.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,185500
238,3,3,4,3,4.0,3.0,1.0,3.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,194500
239,4,3,5,3,5.0,3.0,1.0,0.0,0.0,5,4,8,0.0,3.0,3.0,3.0,2,0.0,0.0,318000
240,4,3,3,3,3.0,2.0,1.0,1.0,0.0,3,3,8,4.0,1.0,3.0,3.0,2,0.0,2.0,113000
241,4,3,4,3,4.0,3.0,3.0,5.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,262500
242,4,3,3,4,3.0,3.0,1.0,4.0,0.0,4,4,8,0.0,0.0,0.0,0.0,2,0.0,0.0,110500
243,4,3,3,3,3.0,3.0,1.0,0.0,0.0,4,3,8,0.0,1.0,2.0,3.0,2,0.0,0.0,79000
244,4,3,3,3,4.0,3.0,1.0,0.0,0.0,3,3,8,3.0,2.0,3.0,3.0,2,0.0,0.0,120000
245,3,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,2.0,2.0,3.0,3.0,2,0.0,0.0,205000
246,4,3,3,3,4.0,3.0,3.0,5.0,0.0,4,3,8,3.0,3.0,3.0,3.0,2,0.0,0.0,241500
247,4,3,3,2,2.0,3.0,1.0,0.0,0.0,4,2,8,0.0,1.0,1.0,1.0,2,0.0,0.0,137000
248,4,3,3,3,3.0,3.0,1.0,0.0,0.0,5,3,8,3.0,1.0,3.0,3.0,2,0.0,0.0,140000
249,4,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,180000
250,2,1,4,3,4.0,3.0,4.0,2.0,0.0,4,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,277000
251,3,3,3,1,3.0,3.0,1.0,0.0,0.0,5,2,5,0.0,0.0,0.0,0.0,2,0.0,3.0,76500
252,3,2,4,3,4.0,3.0,4.0,5.0,0.0,5,4,8,4.0,3.0,3.0,3.0,2,0.0,0.0,235000
253,3,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,173000
254,4,3,3,3,4.0,3.0,4.0,1.0,4.0,5,4,7,0.0,2.0,3.0,3.0,2,0.0,2.0,158000
255,4,3,3,4,3.0,3.0,1.0,2.0,0.0,3,3,8,0.0,2.0,3.0,3.0,2,0.0,0.0,145000
256,3,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,230000
257,3,3,4,3,4.0,3.0,1.0,2.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,207500
258,4,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,4.0,2.0,3.0,3.0,2,0.0,0.0,220000
259,4,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,3.0,2.0,3.0,3.0,2,0.0,0.0,231500
260,4,3,3,3,0.0,0.0,0.0,0.0,0.0,4,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,97000
261,4,3,3,3,3.0,3.0,4.0,2.0,4.0,3,3,8,3.0,1.0,3.0,3.0,2,0.0,3.0,176000
262,3,3,4,3,5.0,3.0,1.0,0.0,0.0,5,5,8,4.0,3.0,3.0,3.0,2,0.0,0.0,276000
263,3,3,3,3,4.0,4.0,3.0,4.0,0.0,3,3,8,3.0,1.0,3.0,3.0,2,0.0,3.0,151000
264,4,3,3,3,3.0,3.0,1.0,1.0,4.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,130000
265,1,3,3,3,2.0,3.0,1.0,0.0,0.0,4,3,8,0.0,1.0,3.0,3.0,0,0.0,0.0,73000
266,3,3,3,4,4.0,3.0,1.0,5.0,1.0,3,4,8,3.0,3.0,3.0,3.0,2,0.0,4.0,175500
267,3,3,3,3,4.0,3.0,3.0,5.0,0.0,4,3,8,3.0,3.0,3.0,3.0,2,0.0,0.0,185000
268,4,2,3,3,3.0,3.0,1.0,1.0,0.0,5,4,8,4.0,1.0,3.0,3.0,2,0.0,0.0,179500
269,4,3,3,3,3.0,3.0,1.0,4.0,2.0,5,3,8,4.0,3.0,5.0,5.0,2,0.0,0.0,120500
270,3,3,3,4,3.0,4.0,1.0,3.0,0.0,3,3,8,2.0,2.0,3.0,4.0,2,0.0,4.0,148000
271,4,3,4,3,4.0,3.0,2.0,0.0,0.0,4,4,8,4.0,2.0,3.0,3.0,2,0.0,0.0,266000
272,3,1,3,3,4.0,3.0,4.0,1.0,5.0,5,3,5,3.0,1.0,3.0,3.0,2,0.0,0.0,241500
273,3,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,4.0,3.0,3.0,3.0,2,0.0,0.0,290000
274,4,3,3,3,3.0,3.0,1.0,2.0,1.0,4,3,7,4.0,2.0,3.0,3.0,2,0.0,2.0,139000
275,4,3,3,3,3.0,3.0,4.0,4.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,124500
276,4,3,4,4,3.0,3.0,1.0,0.0,0.0,4,5,8,0.0,1.0,3.0,3.0,2,0.0,0.0,205000
277,3,3,4,3,5.0,3.0,1.0,0.0,0.0,5,4,8,0.0,3.0,3.0,3.0,2,0.0,0.0,201000
278,4,3,3,3,3.0,3.0,1.0,1.0,0.0,5,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,141000
279,4,3,5,3,5.0,3.0,4.0,0.0,0.0,5,5,8,5.0,3.0,3.0,3.0,2,0.0,0.0,415298
280,4,3,3,3,4.0,3.0,1.0,3.0,0.0,5,3,8,3.0,3.0,3.0,3.0,2,0.0,0.0,192000
281,4,3,4,3,4.0,3.0,3.0,5.0,0.0,4,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,228500
282,4,3,4,3,4.0,3.0,1.0,5.0,0.0,4,4,8,0.0,3.0,3.0,3.0,2,0.0,0.0,185000
283,4,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,4.0,2.0,3.0,3.0,2,0.0,0.0,207500
284,4,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,4.0,3.0,3.0,3.0,2,0.0,0.0,244600
285,4,3,4,3,4.0,3.0,1.0,5.0,0.0,4,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,179200
286,3,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,164700
287,3,3,3,3,3.0,3.0,1.0,2.0,0.0,3,4,8,4.0,2.0,3.0,3.0,2,0.0,4.0,159000
288,3,3,3,3,3.0,3.0,1.0,3.0,0.0,3,3,8,0.0,0.0,0.0,0.0,2,0.0,0.0,88000
289,3,3,3,4,3.0,3.0,1.0,3.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,2.0,122000
290,4,3,3,3,3.0,3.0,1.0,0.0,0.0,5,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,153575
291,4,3,4,3,4.0,3.0,3.0,0.0,0.0,5,4,8,4.0,2.0,4.0,3.0,2,0.0,0.0,233230
292,4,3,3,2,3.0,2.0,1.0,2.0,0.0,5,2,8,0.0,0.0,0.0,0.0,0,0.0,0.0,135900
293,4,3,3,3,3.0,3.0,1.0,1.0,0.0,4,3,6,4.0,1.0,3.0,3.0,2,0.0,0.0,131000
294,3,3,3,3,3.0,3.0,1.0,4.0,0.0,2,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,235000
295,4,3,3,3,3.0,3.0,1.0,5.0,0.0,3,3,8,4.0,3.0,3.0,3.0,2,0.0,0.0,167000
296,3,3,3,3,3.0,3.0,3.0,5.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,4.0,142500
297,4,3,3,3,3.0,3.0,1.0,3.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,2.0,152000
298,3,3,4,3,4.0,3.0,1.0,3.0,0.0,5,4,8,3.0,2.0,3.0,3.0,2,0.0,0.0,239000
299,4,3,4,3,3.0,3.0,1.0,4.0,2.0,4,3,8,4.0,1.0,3.0,3.0,2,0.0,0.0,175000
300,4,3,3,4,3.0,3.0,1.0,0.0,0.0,5,4,8,4.0,1.0,3.0,3.0,2,0.0,4.0,158500
301,4,3,3,3,3.0,3.0,2.0,3.0,0.0,3,3,8,4.0,1.0,3.0,3.0,2,0.0,0.0,157000
302,1,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,267000
303,3,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,3.0,2.0,3.0,3.0,2,0.0,0.0,205000
304,4,3,3,3,3.0,3.0,1.0,4.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,3.0,149900
305,4,3,3,3,3.0,3.0,1.0,0.0,0.0,5,4,8,5.0,1.0,3.0,3.0,2,0.0,0.0,295000
306,4,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,0.0,3.0,3.0,3.0,2,0.0,0.0,305900
307,4,3,4,3,4.0,3.0,1.0,4.0,0.0,4,4,8,3.0,2.0,3.0,3.0,2,0.0,0.0,225000
308,3,3,3,2,3.0,3.0,1.0,0.0,0.0,3,2,8,0.0,0.0,0.0,0.0,0,0.0,2.0,89500
309,3,3,3,3,3.0,3.0,1.0,3.0,0.0,5,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,82500
310,3,3,4,3,5.0,3.0,4.0,5.0,0.0,5,5,8,5.0,3.0,3.0,3.0,2,0.0,0.0,360000
311,3,3,3,3,4.0,3.0,1.0,4.0,0.0,4,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,165600
312,4,3,3,4,3.0,3.0,1.0,4.0,0.0,5,3,8,4.0,1.0,3.0,3.0,2,0.0,0.0,132000
313,4,3,3,3,4.0,3.0,2.0,2.0,0.0,3,3,8,4.0,1.0,3.0,3.0,2,0.0,2.0,119900
314,1,1,3,3,4.0,3.0,4.0,4.0,2.0,3,3,8,4.0,2.0,3.0,3.0,2,0.0,0.0,375000
315,4,3,3,3,3.0,4.0,1.0,1.0,0.0,5,5,8,4.0,1.0,2.0,3.0,2,0.0,0.0,178000
316,3,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,4.0,3.0,3.0,3.0,2,0.0,0.0,188500
317,3,3,4,3,4.0,3.0,1.0,5.0,0.0,3,5,8,3.0,2.0,3.0,3.0,2,0.0,4.0,260000
318,4,3,4,3,4.0,3.0,3.0,0.0,0.0,5,4,8,4.0,2.0,3.0,3.0,2,0.0,0.0,270000
319,4,2,4,3,4.0,3.0,4.0,5.0,0.0,5,4,8,3.0,2.0,3.0,3.0,2,0.0,0.0,260000
320,4,3,3,3,4.0,3.0,3.0,5.0,0.0,3,3,8,3.0,1.0,3.0,3.0,2,0.0,0.0,187500
321,4,3,3,3,5.0,4.0,3.0,0.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,342643
322,3,3,4,3,5.0,3.0,3.0,5.0,0.0,5,4,8,4.0,3.0,3.0,3.0,2,0.0,0.0,354000
323,3,3,4,3,3.0,3.0,4.0,1.0,4.0,5,4,8,3.0,3.0,3.0,3.0,2,0.0,2.0,301000
324,4,3,3,4,3.0,3.0,1.0,4.0,0.0,5,3,8,0.0,1.0,2.0,3.0,2,0.0,0.0,126175
325,4,3,4,4,4.0,3.0,1.0,0.0,0.0,5,4,8,4.0,3.0,3.0,3.0,2,0.0,0.0,242000
326,4,3,3,3,3.0,3.0,3.0,3.0,0.0,1,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,87000
327,3,3,4,3,4.0,3.0,4.0,5.0,0.0,5,4,8,4.0,3.0,3.0,3.0,2,0.0,0.0,324000
328,4,3,3,3,3.0,3.0,1.0,2.0,0.0,3,3,8,0.0,2.0,3.0,3.0,2,0.0,0.0,145250
329,3,3,3,3,3.0,3.0,1.0,0.0,0.0,4,4,8,0.0,1.0,3.0,3.0,2,0.0,0.0,214500
330,4,3,3,3,3.0,3.0,2.0,0.0,0.0,3,3,8,0.0,1.0,2.0,2.0,0,0.0,3.0,78000
331,3,3,3,3,3.0,3.0,1.0,5.0,2.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,119000
332,4,3,3,3,3.0,3.0,1.0,2.0,0.0,2,3,8,0.0,2.0,3.0,3.0,2,0.0,0.0,139000
333,3,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,4.0,2.0,3.0,3.0,2,0.0,0.0,284000
334,4,3,4,3,4.0,3.0,3.0,5.0,0.0,5,4,8,4.0,2.0,3.0,3.0,2,0.0,0.0,207000
335,3,3,3,3,4.0,3.0,4.0,5.0,0.0,4,3,8,3.0,3.0,3.0,3.0,2,0.0,0.0,192000
336,3,1,3,3,3.0,3.0,4.0,4.0,3.0,5,3,8,4.0,3.0,3.0,3.0,2,0.0,0.0,228950
337,3,3,4,3,5.0,3.0,4.0,5.0,0.0,5,4,8,4.0,3.0,3.0,3.0,2,0.0,0.0,377426
338,4,3,4,3,4.0,3.0,3.0,5.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,214000
339,4,3,4,3,4.0,3.0,2.0,4.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,202500
340,3,3,3,3,3.0,2.0,1.0,2.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,155000
341,4,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,0.0,3.0,3.0,3.0,2,0.0,0.0,202900
342,4,3,2,2,3.0,2.0,1.0,0.0,0.0,4,3,8,0.0,1.0,3.0,3.0,0,0.0,0.0,82000
343,4,3,3,3,0.0,0.0,0.0,0.0,0.0,2,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,87500
344,3,3,5,3,5.0,3.0,1.0,5.0,0.0,5,5,8,5.0,2.0,3.0,3.0,2,0.0,0.0,266000
345,4,3,3,3,4.0,3.0,1.0,2.0,3.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,85000
346,4,3,3,3,3.0,3.0,1.0,0.0,0.0,4,2,8,4.0,1.0,3.0,3.0,2,0.0,0.0,140200
347,3,3,3,4,3.0,3.0,2.0,3.0,0.0,3,3,8,0.0,2.0,3.0,3.0,2,0.0,0.0,151500
348,3,3,3,3,3.0,3.0,1.0,3.0,0.0,5,3,8,4.0,1.0,3.0,3.0,2,0.0,0.0,157500
349,4,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,154000
350,2,3,5,3,5.0,3.0,1.0,5.0,0.0,5,5,8,5.0,3.0,3.0,3.0,2,0.0,0.0,437154
351,3,3,5,3,5.0,3.0,1.0,0.0,0.0,5,5,8,4.0,2.0,3.0,3.0,2,0.0,0.0,318061
352,3,2,3,3,4.0,3.0,4.0,5.0,0.0,4,4,8,3.0,2.0,3.0,3.0,2,0.0,0.0,190000
353,4,3,3,3,3.0,2.0,2.0,1.0,2.0,3,3,8,0.0,1.0,3.0,2.0,2,0.0,0.0,95000
354,4,3,3,4,3.0,3.0,1.0,0.0,0.0,4,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,105900
355,4,3,3,3,3.0,3.0,1.0,1.0,0.0,5,3,8,4.0,1.0,3.0,3.0,2,0.0,0.0,140000
356,2,3,4,4,4.0,4.0,1.0,4.0,3.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,177500
357,3,3,3,3,4.0,3.0,1.0,5.0,0.0,4,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,173000
358,4,3,3,3,4.0,3.0,1.0,4.0,0.0,3,3,8,1.0,3.0,3.0,3.0,2,0.0,2.0,134000
359,3,3,3,3,3.0,3.0,3.0,3.0,2.0,5,4,6,0.0,1.0,3.0,3.0,2,0.0,0.0,130000
360,3,3,4,3,4.0,3.0,3.0,5.0,0.0,5,4,8,3.0,2.0,3.0,3.0,2,0.0,0.0,280000
361,3,3,3,3,4.0,3.0,3.0,5.0,0.0,5,3,8,3.0,2.0,3.0,3.0,2,0.0,2.0,156000
362,4,3,3,3,3.0,3.0,1.0,2.0,0.0,4,3,8,0.0,1.0,3.0,3.0,0,0.0,0.0,145000
363,4,3,4,3,0.0,0.0,0.0,0.0,0.0,5,4,8,5.0,2.0,3.0,3.0,2,0.0,0.0,198500
364,4,3,3,3,3.0,3.0,1.0,4.0,0.0,4,4,8,0.0,1.0,3.0,3.0,2,0.0,0.0,118000
365,3,3,3,3,4.0,3.0,2.0,5.0,0.0,3,3,8,3.0,3.0,3.0,3.0,2,0.0,0.0,190000
366,4,3,3,4,3.0,2.0,1.0,2.0,0.0,4,3,8,0.0,1.0,3.0,2.0,2,0.0,0.0,147000
367,3,3,3,3,4.0,3.0,1.0,3.0,0.0,4,3,8,4.0,2.0,3.0,3.0,2,0.0,0.0,159000
368,3,3,3,3,4.0,3.0,4.0,5.0,0.0,4,3,8,4.0,2.0,3.0,3.0,2,0.0,0.0,165000
369,4,3,3,3,3.0,3.0,1.0,1.0,0.0,4,3,8,4.0,3.0,3.0,3.0,2,0.0,0.0,132000
370,3,3,3,4,3.0,3.0,1.0,4.0,2.0,5,4,8,4.0,3.0,3.0,3.0,2,0.0,0.0,162000
371,3,3,3,3,4.0,3.0,1.0,0.0,0.0,5,3,8,3.0,2.0,3.0,3.0,2,0.0,0.0,172400
372,4,3,3,3,0.0,0.0,0.0,0.0,0.0,3,3,6,4.0,3.0,3.0,3.0,0,0.0,0.0,134432
373,4,3,3,3,4.0,3.0,1.0,4.0,1.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,2.0,125000
374,4,3,3,3,3.0,3.0,1.0,3.0,1.0,3,3,6,0.0,1.0,3.0,3.0,2,0.0,3.0,123000
375,4,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,4.0,3.0,3.0,3.0,2,0.0,0.0,219500
376,3,1,2,2,2.0,1.0,4.0,3.0,0.0,4,2,4,0.0,0.0,0.0,0.0,2,0.0,0.0,61000
377,3,3,4,3,4.0,3.0,3.0,5.0,0.0,5,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,148000
378,3,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,4.0,2.0,3.0,3.0,2,0.0,0.0,340000
379,4,3,4,3,5.0,3.0,3.0,5.0,0.0,5,5,8,5.0,3.0,3.0,3.0,2,0.0,0.0,394432
380,3,3,3,3,4.0,3.0,1.0,0.0,0.0,5,3,8,3.0,3.0,3.0,3.0,2,0.0,0.0,179000
381,4,3,3,3,3.0,3.0,1.0,1.0,0.0,3,4,8,4.0,1.0,3.0,3.0,2,0.0,0.0,127000
382,4,3,4,3,4.0,4.0,1.0,0.0,0.0,5,4,8,4.0,2.0,3.0,3.0,2,0.0,0.0,187750
383,3,3,4,3,4.0,3.0,3.0,0.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,213500
384,4,3,3,3,2.0,2.0,1.0,0.0,0.0,3,3,8,0.0,1.0,2.0,2.0,0,0.0,0.0,76000
385,2,2,4,3,4.0,3.0,3.0,5.0,0.0,5,4,8,2.0,3.0,3.0,3.0,2,0.0,0.0,240000
386,4,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,192000
387,4,3,3,2,3.0,3.0,1.0,0.0,0.0,3,3,8,0.0,0.0,0.0,0.0,0,0.0,0.0,81000
388,4,3,3,3,3.0,3.0,3.0,4.0,0.0,5,3,8,2.0,1.0,3.0,3.0,2,0.0,3.0,125000
389,3,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,191000
390,4,3,5,3,5.0,3.0,3.0,5.0,0.0,5,5,8,5.0,3.0,3.0,3.0,2,0.0,0.0,426000
391,4,3,3,3,3.0,4.0,1.0,2.0,3.0,5,3,8,0.0,1.0,3.0,3.0,2,0.0,2.0,119000
392,3,3,3,3,5.0,3.0,1.0,4.0,0.0,5,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,215000
393,3,3,3,3,0.0,0.0,0.0,0.0,0.0,3,3,8,0.0,2.0,3.0,3.0,2,0.0,2.0,106500
394,4,3,3,3,3.0,3.0,1.0,2.0,0.0,3,3,8,3.0,0.0,0.0,0.0,2,0.0,3.0,100000
395,4,3,3,3,3.0,3.0,1.0,0.0,0.0,4,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,109000
396,4,3,3,3,3.0,3.0,3.0,3.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,129000
397,4,3,3,3,3.0,3.0,3.0,2.0,0.0,3,3,8,0.0,2.0,3.0,3.0,2,0.0,0.0,123000
398,4,3,3,3,3.0,3.0,1.0,4.0,0.0,3,3,8,3.0,2.0,3.0,3.0,2,0.0,0.0,169500
399,4,3,3,2,2.0,1.0,1.0,0.0,0.0,4,3,3,0.0,1.0,1.0,1.0,0,0.0,0.0,67000
400,4,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,0.0,3.0,3.0,3.0,2,0.0,0.0,241000
401,2,3,4,3,4.0,3.0,1.0,5.0,0.0,5,5,8,4.0,3.0,3.0,3.0,2,0.0,0.0,245500
402,3,3,4,3,4.0,3.0,3.0,5.0,0.0,5,4,8,4.0,3.0,3.0,3.0,2,0.0,0.0,164990
403,4,3,3,3,3.0,3.0,1.0,0.0,0.0,5,3,8,0.0,1.0,3.0,3.0,0,0.0,4.0,108000
404,4,3,4,3,4.0,3.0,1.0,0.0,0.0,4,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,258000
405,3,3,3,3,4.0,3.0,1.0,0.0,0.0,4,3,8,3.0,3.0,3.0,3.0,2,0.0,0.0,168000
406,3,3,3,3,3.0,3.0,1.0,3.0,0.0,5,3,7,3.0,1.0,3.0,3.0,2,0.0,3.0,150000
407,4,3,3,3,3.0,3.0,1.0,0.0,0.0,5,3,3,0.0,1.0,3.0,3.0,2,0.0,0.0,115000
408,4,3,3,3,4.0,3.0,1.0,0.0,0.0,5,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,177000
409,4,3,4,3,5.0,4.0,1.0,0.0,0.0,5,4,8,4.0,2.0,3.0,3.0,2,0.0,0.0,280000
410,4,3,4,3,5.0,3.0,1.0,5.0,0.0,5,5,8,4.0,3.0,3.0,3.0,2,0.0,0.0,339750
411,4,3,3,2,3.0,2.0,1.0,0.0,0.0,3,3,5,0.0,1.0,3.0,3.0,2,0.0,0.0,60000
412,4,3,3,3,3.0,3.0,2.0,2.0,0.0,3,3,8,0.0,3.0,3.0,3.0,2,0.0,0.0,145000
413,2,3,5,3,5.0,3.0,3.0,5.0,0.0,5,4,8,4.0,3.0,3.0,3.0,2,0.0,0.0,222000
414,4,3,3,3,3.0,3.0,1.0,0.0,0.0,4,3,8,4.0,1.0,3.0,3.0,2,0.0,0.0,115000
415,2,3,4,3,4.0,3.0,1.0,3.0,5.0,5,4,8,3.0,1.0,3.0,3.0,2,0.0,0.0,228000
416,3,3,4,3,4.0,3.0,3.0,5.0,0.0,5,4,8,0.0,3.0,3.0,3.0,2,0.0,0.0,181134
417,4,3,3,3,3.0,3.0,1.0,4.0,0.0,3,3,8,3.0,3.0,3.0,3.0,2,0.0,0.0,149500
418,3,3,3,3,4.0,3.0,1.0,3.0,0.0,3,3,8,4.0,1.0,3.0,3.0,0,0.0,0.0,239000
419,4,3,3,3,3.0,3.0,1.0,4.0,0.0,2,3,8,0.0,1.0,3.0,3.0,1,0.0,0.0,126000
420,4,3,3,3,3.0,3.0,1.0,3.0,0.0,5,3,8,2.0,1.0,3.0,3.0,2,0.0,0.0,142000
421,4,3,3,4,4.0,4.0,4.0,5.0,0.0,5,3,8,0.0,3.0,3.0,3.0,2,0.0,0.0,206300
422,3,3,4,3,4.0,3.0,1.0,4.0,0.0,4,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,215000
